,Centro:,Radio (°):,Radio (km):,PNG:
0,4.910525408,10.165067515456498,1129.9623280345188,./homeworks/results/mec_colombia_visualizacion_welzl_recursivo.png
1,-75.7095111995,10.165067515456498,1129.9623280345188,./homeworks/results/mec_colombia_visualizacion_welzl_recursivo.png
